Laugge1975,Celina,Chmielewska
Scom1947,Ludmita,Borkowska
Arler1930,Mieczysława,Chmielewska
Ganow1973,Łucja,Czarnecka
Foreence1956,Dominika,Tomaszewska
Prold1947,Rościsław,Nowakowski
Brinclact1955,Zachariasz,Duda
Knobson,Jarek,Majewski
Doestalf,Aniela,Szczepańska
Nuad1940,Julek,Dąbrowski 
Whippercunch,Krzysztof,Nowakowski
Ambee1961,Irenka,Duda
Ambee1960,Urjasz,Symanski
Iltor1930,Teodozja,Nowak 
Dring1988,Piotr,Michalski
Racke1931,Wacława,Pawlak
Stime1969,Fryderyka,Czarnecka
Browit,Dyta,Nowicka
Nortrinter,Aureliusz,Symanski
Vatread,Krysia,Czerwinska
Pooft1992,Ferdynand,Maciejewski
Nood1951,Teodozja,Duda
Bose1931,Przemko,Piotrowski
Nood1953,Fryderyka,Maciejewska
Nood1959,Zbigniew,Grabowski
Ande1966,Dorofiej,Kowalski
Blet1953,Wacław,Michalski
Expries43,Wera,Dąbrowski 
Thdre1940,Irenka,Rutkowska
Vareat1962,Bazyli,Zawadzki
Orwastincer,Celestyna,Sobczak
Wharb1955,Feliks,Dąbrowski 
Siverah,Nikodem,Dąbrowski 
Aceir1958,Czesława,Walczak
Potteend1937,Wojtek,Kamiński
Ajoilver,Halina,Tomaszewska
Goichaurich,Karolina,Zając
Deater,Jadwiga,Adamczyk
Buthis,Radzimierz,Adamski
Affix1991,Zachariasz,Kaczmarek
Withentramor1966,Sławomira,Zając
Atuddrefould,Władysław,Czarnecki
Inforent,Leokadia,Wysocka
Extrany,Julianna,Kozłowska
Tiou1980,Zoja,Maciejewska
Netrat,Wincenty,Czarnecki
Prommore1942,Róża,Gorska
Seenteage,Grzegorz,Chmielewski
Olonceed,Malina,Olszewska
Theat1932,Julita,Rutkowska
Pubjewer,Michalina,Dudek
Frougglighth1986,Wisław,Zawadzki
Inswer,Cyryl,Ostrowski
Aunuentid,Jeronim,Jasiński
Goinge,Tymoteusz,Walczak
Parienve,Bogusław,Wiśniewski
Werater,Arkadiusz,Wiśniewski
Anksembefuld,Czesław,Piotrowski
Stinst,Wojciech,Zawadzki
Timans28,Celestyna,Kowalczyk
Opery1952,Bogumiła,Woźniak
Ened1957,Apolonia,Król
Afterand,Grzegorz,Duda
Nakenceral,Aniela,Grabowska
Yoult1982,Walerian,Symanski
Beforge61,Lesław,Ostrowski
Renat1965,Jadzia,Sobczak
Badeltudy,Bratumił,Symanski
Romuffel,Gabrjel,Szczepański
Andeping,Klimek,Olszewski
Unifect,Bartosz,Woźniak
Shypeation,Lubomierz,Wysocki
Intinted1965,Czesław,Jabłoński
Happed50,Kondrat,Gorski
Whicessis1935,Bożena,Dudek
Trachused,Wielisław,Adamski
Buthich,Hendrych,Nowakowski
Earpot,Jarosław,Majewski
Owere1994,Tekla,Król
Whoween1982,Elżbieta,Borkowska
Frich1934,Judyta,Ostrowska
Frouninclues69,Klemens,Duda
Restred,Czesława,Zając
Haddespeame,Sławomira,Sawicka
Seliffe36,Drugi,Piotrowski
Bired1982,Wiola,Jabłońska
Jockly,Bogumiła,Symanska
Theige56,Krzysztof,Szczepański
Dial1946,Cecylia,Nowakowska
Gins1931,Lesława,Dąbrowski 
Othat1928,Józefa,Król
Mrsed1928,Ludmiła,Kowalczyk
Hicharrom,Dorota,Kamiński
Weravive,Klara,Król
Necarrat,Bratumił,Nowicki
Whound1989,Ania,Wieczorek
Clubes1987,Andrzej,Pawlak
Shoody,Hipolit,Gorski
Upasylat,Hipolit,Nowak 
Dictephe,Radomiła,Kamińska
Hationars80,Jowita,Majewska
Ourthen1945,Wiga,Majewska
Noter1972,Dobrosława,Grabowska
Anky1984,Judyta,Gorska
Dumbet1958,Wielisław,Zając
Dithey45,Jolanta,Woźniak
Anky1988,Katarzyna,Nowakowska
Liticest1949,Sylwia,Sawicka
Ficamok,Marian,Kucharski
Gerry1993,Iwo,Majewski
Tivents,Jaropełk,Kowalski
Soccut,Luiza,Wojciechowska
Shand1952,Salomea,Zielinska
Saut1932,Amadej,Gorski
Saut1936,Jadzia,Dąbrowski 
Athey1933,Zdzisława,Kowalczyk
Eavoldisely,Krysia,Kucharska
Nong1983,Walentyna,Wysocka
Forded,Wioletta,Majewska
Thaversonly93,Wisia,Dąbrowski 
Beltonstlend,Dobrogost,Zając
Orgoods,Świętopełk,Sobczak
Crent1940,Lesław,Kozłowski
Epror1970,Agnieszka,Michalska
Impatentownd1974,Wielisław,Jaworski
Nisquity,Łukasz,Wieczorek
Morthattly29,Mateusz,Symanski
Fiass1965,Amadei,Sokołowski
Fideend,Korneliusz,Chmielewski
Seve1928,Władysław,Maciejewski
Youblituff,Roman,Grabowski
Wilts1968,Zuzanna,Dąbrowski 
Sugg1935,Racław,Tomaszewski
Therty1951,Klaudia,Wiśniewska
Pabeggetur,Stefania,Kaczmarek
Havight,Franciszek,Chmielewski
Froccattled49,Korneli,Dąbrowski 
Coatseardeas37,Celestyna,Kowalska
Stithat,Ludmiła,Nowak 
Rold1963,Kacper,Wojciechowski
Beste1990,Eliasz,Wieczorek
Borgy1990,Bratumił,Majewski
Beirs1970,Mariusz,Sokołowski
Barthat1935,Mieczysław,Kucharski
Imand1958,Weronika,Zawadzka
Egglaity,Michał,Wysocki
Saidine,Łucja,Czarnecka
Tobbe1986,Apolonia,Czarnecka
Saft1933,Sulisław,Rutkowski
Lieve1943,Lubomir,Król
Whappect1943,Malwina,Pawłowska
Soughemair79,Ludmiła,Maciejewska
Likentich54,Jadzia,Czerwinska
Lifece,Irenka,Gorska
Hartatied,Ziemowit,Michalski
Thenex,Zofia,Olszewska
Petly1970,Dyta,Pawłowska
Ruliteren,Bogusława,Czerwinska
Caut1981,Włodek,Czerwinski
Mothip92,Anastazja,Jabłońska
Faids1970,Kazimiera,Adamska
Thened,Zbigniew,Gorski
Hablowiturt,Iwona,Kucharska
Efte1995,Konstantyn,Duda
Alonds,Łucja,Wieczorek
Efte1990,Korneli,Nowicki
Theigners,Gabrysia,Zawadzka
Ande1951,Wojciecha,Sokołowska
Alut1994,Halina,Symanska
Ande1952,Cibor,Grabowski
Tinswas,Włodek,Walczak
Beacce,Czcibor,Wysocki
Upway1978,Czesław,Olszewski
Ligganclick,Oliwia,Wysocka
Upway1975,Zdzisława,Zielinska
Cappira1980,Sobiesław,Zawadzki
Unis1956,Agnieszka,Jaworska
Headee,Jeronim,Pawłowski
Thermser,Honorata,Król
Abouty,Drugi,Nowakowski
Suche1964,Brygida,Ostrowska
Wayself,Lechosław,Kaczmarek
Unis1959,Klara,Nowicka
Onehou,Jakub,Jaworski
Misibromes59,Malwina,Król
Anound,Iwan,Grabowski
Fecid1994,Mirosław,Wojciechowski
Theatchere1989,Frydrych,Nowakowski
Alearright,Emeryk,Michalski
Loter1970,Radomiła,Jasińska
Rownintoed,Kinga,Grabowska
Moughtly,Alicja,Nowakowska
Everstaid1937,Leokadia,Kowalska
Farmay,Hainrich,Nowicki
Inualst,Serafina,Pawlak
Worch1987,Jaromir,Wysocki
Alread,Alicja,Pawlak
Hoset1949,Kuba,Tomaszewski
Drememp,Ludwika,Wojciechowska
Beight,Dariusz,Kucharski
Mits1960,Walenty,Piotrowski
Strue1966,Henio,Adamski
Himedly,Serafin,Nowicki
Mits1935,Gabrjel,Borkowski
Ounkentoot,Hanna,Dąbrowski 
Balt1987,Jarosława,Chmielewska
Crostimare,Wiktor,Chmielewski
Marn1936,Beatrycze,Gorska
Sheys1942,Kondrat,Gorski
Fecou1991,Serafin,Olszewski
Tord1966,Stefania,Sawicka
Combou,Anka,Pawlak
Imince,Celina,Piotrowska
Winciaspet,Ireneusz,Nowak 
Famme1993,Celestyna,Pawłowska
Romen1957,Michalina,Gorska
Hisna1987,Teodozja,Wiśniewska
Romse1939,Przemysław,Zając
Pely1953,Lechosława,Gorska
Pely1956,Krzysztof,Olszewski
Spoed1930,Sylwia,Michalska
Spoed1932,Seweryn,Ostrowski
Thut1988,Gertruda,Pawlak
Whough,Nikifor,Jasiński
Duch1976,Serafina,Kaczmarek
Chricand76,Stanisław,Duda
Intownes1942,Lubomir,Zielinski
Nowest,Kasia,Kamińska
Scang1938,Albin,Grabowski
Witilly,Gabrysz,Dudek
Equescam1964,Józefa,Michalska
Haverping37,Rościsława,Król
Sering,Witołd,Walczak
Fawkwas,Mieczysław,Wiśniewski
Offecall,Wincenty,Nowak 
Hused1956,Renard,Sobczak
Wourneask,Radomiła,Symanska
Goofew,Karina,Nowak 
Pringdow,Justyna,Dudek
Poudithink,Angelika,Król
Glar1962,Bożena,Sokołowska
Froorm,Kajetan,Woźniak
Doby1958,Jacek,Adamski
Quir1934,Dorota,Wysocka
Enecildn,Jaropełk,Kowalski
Exchilliked59,Sulisław,Wysocki
Belarrine58,Stefania,Szczepańska
Eirchey,Maksym,Gorski
Horks1972,Miłosław,Tomaszewski
Burs1954,Andrzej,Gorski
Barde1979,Blanka,Tomaszewska
Beetch,Anka,Chmielewska
Texprolven,Dobrogost,Piotrowski
Aunteliend1946,Jaropełk,Kozłowski
Vilials94,Feliks,Sawicki
Bety1963,Adelajda,Jabłońska
Knestagave60,Mirosław,Sawicki
Bety1966,Wielisław,Borkowski
Beetch61,Zachariasz,Adamski
Ofew1937,Kondrat,Jabłoński
Randiall,Malina,Wojciechowska
Enty1964,Dyta,Czarnecka
Reech1970,Radosława,Nowicka
Anery1959,Beata,Czerwinska
Hakeed,Izabella,Kaczmarek
Pockina,Wera,Wojciechowska
Parmlaidern,Błažej,Wiśniewski
Husell91,Iwona,Jaworska
Saming,Wiesław,Dudek
Ruday1988,Dobrosław,Maciejewski
Hareplity,Halina,Kozłowska
Tonse1947,Szczepan,Piotrowski
Roure1946,Wojtek,Nowak 
Roure1940,Wiola,Walczak
Finchis,Wioletta,Kamińska
Pripene,Dita,Duda
Tweve1951,Wioletta,Czerwinska
Knewhervel,Kasper,Symanski
Untrove,Gabrysz,Zawadzki
Hustiought36,Stefcia,Sawicka
Anningare,Jakub,Kowalski
Saitheitring,Przemko,Piotrowski
Finam1928,Lubomir,Maciejewski
Glaten,Walerian,Zielinski
Floracer,Honorata,Ostrowska
Powee1961,Jaropełk,Zawadzki
Soned1966,Tobiasz,Adamczyk
Deepiefface1953,Wiga,Woźniak
Hismay,Aron,Dąbrowski 
Tharly,Wiesław,Grabowski
Pureart72,Wisława,Szczepańska
Easer1945,Mieszko,Kucharski
Bereest,Wit,Dudek
Affor1936,Świętopełk,Jasiński
Thos1952,Tobiasz,Woźniak
Goleyour,Eligiusz,Dudek
Gaver1990,Radzimierz,Ostrowski
Washat,Ruta,Gorska
Candia1951,Kazimiera,Kalinowska
Thos1958,Adelajda,Jabłońska
Abildromfor31,Radosława,Olszewska
Wellink1949,Mirosław,Nowakowski
Flaved,Świętomierz,Kaczmarek
Smill1977,Błažej,Chmielewski
Werom1938,Szczęsny,Gorski
Werly1985,Amadei,Jabłoński
Calat1992,Longin,Piotrowski
Grothented,Teodozja,Król
Portic,Wacława,Zawadzka
Hereemideem1939,Konstancja,Nowakowska
Leted1987,Eliasz,Kucharski
Succonniews1944,Jarek,Kowalczyk
Anstandn82,Szczeosny,Pawlak
Gingive31,Ignacy,Jasiński
Serso1952,Gabriela,Król
Whoundle89,Władysława,Zielinska
Jonan1964,Zoja,Maciejewska
Jonan1967,Urjasz,Piotrowski
Annow1948,Klementyna,Nowak 
Vichapte,Wielisław,Król
Tude1940,Świętopełk,Czarnecki
Daven1981,Ewa,Chmielewska
Mothough1990,Rościsław,Zawadzki
Noung1940,Mieszko,Kamiński
Warl1963,Radzimierz,Wieczorek
Donest,Celestyna,Walczak
Warl1967,Stanisława,Sokołowska
Hatat1972,Zdzisława,Sobczak
Thess1987,Agnieszka,Rutkowska
Beirch,Lesława,Sawicka
Wasterem,Tadeusz,Wysocki
Theled1974,Patrycja,Dudek
Grins1960,Izolda,Zielinska
Dered1947,Fryderyka,Sawicka
Alores,Lucjan,Majewski
Explesse,Frydryk,Dudek
Buieful77,Celina,Czerwinska
Proseet,Ludmita,Wieczorek
Atudeas,Ewa,Dudek
Efing1964,Łukasz,Duda
Cland1939,Maksym,Sobczak
Herst1951,Czesław,Sawicki
Adisaid,Przemek,Czerwinski
Coles1943,Patrycja,Kowalska
Earmeard,Zdzisław,Sokołowski
Goingwass1993,Henio,Nowakowski
Gith1992,Mieczysława,Kalinowska
Satilly,Izaak,Kowalczyk
Thisheatch,Fryderyka,Kowalczyk
Ginusbact,Alicja,Czerwinska
Onall1962,Krystyna,Tomaszewska
Hankicht,Danuta,Duda
Paingst1948,Tadeusz,Pawlak
Youds1963,Salomea,Piotrowska
Prourting,Mirosława,Adamczyk
Muffe1977,Berta,Dudek
Whingle,Urszula,Nowak 
Whount1966,Ela,Pawłowska
Dreasockinly,Wojciecha,Kwiatkowska
Sans1958,Barbara,Adamczyk
Oushe1994,Iwona,Wiśniewska
Mosters,Basia,Sokołowska
Sually,Maksym,Jaworski
Paropoebacks1943,Tadeusz,Nowak 
Taressainst,Dorota,Zielinska
Watelt1962,Tadzio,Król
Otted1970,Joasia,Kaczmarek
Skencle,Łukasz,Szczepański
Nottead,Waleria,Wieczorek
Goor1943,Wisława,Sawicka
Milignigh,Ksenia,Duda
Adow1964,Radomił,Chmielewski
Apoking,Izabella,Sokołowska
Haden1986,Krystyna,Piotrowska
Plis1943,Bolesław,Dąbrowski 
Dount1981,Katarzyna,Adamczyk
Faunted69,Dorota,Zielinska
Stairdle,Zdzisław,Kucharski
Bletismue,Jolanta,Sokołowska
Sead1934,Martyna,Majewska
Leopichiss,Wacław,Adamczyk
Noce1987,Albina,Michalska
Pronow,Tekla,Kowalska
Womak1995,Ludwika,Woźniak
Wormithe,Wisia,Kwiatkowska
Wortill1983,Jagoda,Kozłowska
Lited1931,Julitta,Olszewska
Colith83,Racław,Wiśniewski
Hicharach,Eugeniusz,Adamski
Learothat79,Rajmund,Czarnecki
Estre1931,Rajmund,Chmielewski
Ovens1943,Zdzisław,Dudek
Thersenight,Krzyś,Tomaszewski
Rectiony,Fryderyka,Grabowska
Wayin1972,Rafał,Majewski
Freeack1981,Aleksander,Kamiński
Whed1990,Kacper,Nowakowski
WhollÃ©51,Bolek,Majewski
Lests1993,Marcelina,Wieczorek
Stals1948,Narcyz,Rutkowski
Youred1938,Mikolaj,Szczepański
Whiche1944,Blanka,Nowicka
Barives,Julianna,Sobczak
Gerse1984,Honorata,Kowalczyk
Thearmake,Aniela,Nowakowska
Glind1960,Łucja,Tomaszewska
Wisideeple1948,Zbigniew,Jabłoński
Lonst1975,Henryka,Wiśniewska
Prut1948,Blanka,Adamska
Eleer1928,Basia,Adamczyk
Plattim1984,Bartosz,Dudek
Lairieve39,Tobiasz,Czarnecki
Ounpat,Wisław,Kaczmarek
Cauns1973,Gabrysia,Kowalska
Cauns1971,Kasia,Zając
Lorineve,Oskar,Walczak
Flon1936,Konstantyn,Borkowski
Vesomply,Bonifacy,Borkowski
Buit1970,Renard,Wieczorek
Itake1994,Szczęsny,Kucharski
Anning,Julitta,Tomaszewska
Berhat,Eligia,Pawlak
Yoreved,Julita,Symanska
Wher1957,Ferdynand,Borkowski
Snew1973,Radosława,Adamczyk
Owbet1967,Klaudia,Kowalczyk
Youthis,Grzegorz,Duda
Tiat1944,Aureliusz,Ostrowski
Tiat1943,Iwan,Dudek
Frome1965,Małgorzata,Król
Sharther,Martyna,Kamińska
Poncelf1972,Ruta,Duda
Bused1994,Sulisław,Kucharski
Aninat41,Waleria,Gorska
Vould1957,Serafin,Pawlak
Ascrina,Lucyna,Rutkowska
Quot1993,Anastazy,Wieczorek
Viceplaint78,Janek,Walczak
Hathrugh,Julianna,Olszewska
Normis,Wiktor,Czerwinski
Yind1933,Szczęsny,Kozłowski
Dayer1949,Lechosława,Sawicka
Thuntelf1989,Jeronim,Sokołowski
Yind1934,Jolanta,Kowalska
Huchaystand,Justyn,Jasiński
Supor1985,Izabella,Olszewska
Hils1944,Lucjusz,Olszewski
Dervants,Feliks,Adamczyk
Reirence45,Jurek,Kalinowski
Casks1948,Roksana,Kucharska
Dest1968,Urszula,Ostrowska
Andareat,Mirosław,Piotrowski
Frenjudipt,Eustachy,Czerwinski
Feseracke65,Teofil,Borkowski
Sapect,Wawrzyniec,Kowalczyk
Whimew,Oskar,Kamiński
Norm1943,Tytus,Majewski
Aredle,Brygida,Zawadzka
Frien1984,Gabrjel,Adamski
Frien1982,Eliasz,Sobczak
Whimes,Dobrogost,Symanski
Heake1948,Justyna,Zielinska
Evexcusbably,Maurycy,Kozłowski
Uness1958,Łukasz,Kucharski
Verthe1932,Szczeosny,Walczak
Plinste,Gabrjel,Woźniak
Youghat72,Ludmiła,Zając
Wour1957,Salomea,Kowalska
Wour1955,Łucja,Adamska
Gledgear,Makary,Gorski
Alovion81,Luiza,Kalinowska
Therints1955,Adelajda,Jasińska
Cony1935,Maksym,Nowicki
Ninespere,Zofia,Kowalczyk
Mustence1986,Urszula,Pawłowska
Copichatte,Wojciech,Król
Quichis,Zachariasz,Sokołowski
Tind1932,Tymoteusz,Wiśniewski
Kinet1955,Hendrych,Dudek
Orecoliage81,Krysia,Zielinska
Mores1957,Halina,Ostrowska
Loctatintoo1929,Aleksy,Majewski
Majorard,Bonifacy,Adamczyk
Ouring1939,Augustyn,Czarnecki
Butil1937,Teofil,Sawicki
Pabod1954,Sławomira,Wojciechowska
Bentarast1968,Dobromił,Kwiatkowski
Drever,Zdzisław,Wojciechowski
Compromed,Dawid,Michalski
Suind1975,Anastazja,Sobczak
Fromp1986,Łukasz,Kalinowski
Agiver,Cyryl,Sawicki
Tentme1952,Judyta,Kalinowska
Honew1952,Sylwia,Woźniak
Wifuld,Przemek,Jabłoński
Thal1969,Wacława,Kowalska
Sely1958,Frydryk,Zając
Musenown88,Marceli,Michalski
Roust1932,Anastazja,Nowicka
Thal1962,Borys,Wiśniewski
Mous1973,Kornelia,Gorska
Grequitairs,Jagoda,Zając
Thapecou,Michalina,Sobczak
Twed1951,Gertruda,Ostrowska
Blapeneve1987,Dorota,Woźniak
Halicur1963,Radosława,Adamczyk
Hatelit1976,Włodek,Czarnecki
Gramemptere,Miłosław,Wieczorek
Tinte1947,Ewa,Kozłowska
Compossides,Berta,Kaczmarek
Welons,Wera,Woźniak
Abotnument,Tadzio,Jaworski
Tinte1948,Grażyna,Zielinska
Attle1950,Dominik,Dudek
Saidelf1942,Wojciecha,Duda
Poted1990,Marcelina,Pawlak
Exion1953,Zuzanna,Symanska
Falit1980,Mirosława,Kucharska
Falit1984,Aron,Kozłowski
Indess44,Sławomir,Tomaszewski
Thintiess,Bolesława,Król
Anienumaked62,Hendrych,Nowak 
Upoettly78,Albina,Nowicka
Oulty1994,Waleria,Michalska
Throoked62,Ryszard,Sokołowski
Pricetoody,Adelajda,Zawadzka
Wrear1936,Zachariasz,Piotrowski
Wrear1935,Jozafat,Dudek
Loore1941,Tadzio,Wojciechowski
Gated1953,Nikodem,Nowak 
Poodut,Walentyna,Dąbrowski 
Youghts,Jowita,Adamska
Laralson,Felicja,Duda
Youghty,Adelajda,Dąbrowski 
Prisomany1986,Genowefa,Wieczorek
Youghte,Sławomir,Wojciechowski
Thilethe,Honorata,Gorska
Phim1955,Ludmiła,Walczak
Makest,Irenka,Michalska
Makess,Jacenty,Nowicki
Poick1964,Franciszka,Dudek
Nabing,Albina,Maciejewska
Himmathrely,Grzegorz,Adamczyk
Whisher1982,Janusz,Walczak
Prisses,Krystian,Kwiatkowski
Geory1984,Lidia,Pawłowska
Cagoo1930,Alfons,Pawlak
Deace1939,Beata,Zielinska
Vored1994,Kasper,Kalinowski
Worign,Adelajda,Piotrowska
Examated,Maksym,Olszewski
Comentised1956,Leokadia,Zając
Spas1957,Benedykta,Adamczyk
Gacess,Lew,Tomaszewski
Notend,Klaudiusz,Dąbrowski 
Trought1994,Asia,Wiśniewska
Leong1987,Radomiła,Jasińska
Lompostathe,Jagoda,Adamska
Bandegirs85,Gabrysia,Pawlak
Teall1965,Władysława,Sawicka
Carring,Martyna,Pawlak
Theivereeted1976,Bogumiła,Kalinowska
Whes1933,Janek,Woźniak
Anhemys,Maksymilian,Piotrowski
Fultarly,Rościsław,Jabłoński
Gorry1952,Krystian,Pawłowski
Defe1930,Bożena,Czerwinska
Rhisfor,Czesława,Czarnecka
Weldess1950,Felicja,Jaworska
Eusive,Roman,Walczak
Frodue1954,Kazia,Chmielewska
Onswis,Szczęsny,Adamski
Deaband,Szczepan,Kaczmarek
Sular1951,Sławomira,Rutkowska
Alonds1985,Bolesława,Grabowska
Ingir1940,Józef,Duda
Appid1989,Aniela,Tomaszewska
Ingir1947,Fryderyka,Majewska
Onin1961,Seweryna,Kowalczyk
Thaddetishe,Luiza,Kowalska
Exas1973,Bożena,Grabowska
Conand1982,Róża,Olszewska
Satim1979,Bronisława,Walczak
Ovion1957,Grażyna,Wysocka
Folody,Danuta,Król
Hored1979,Hanna,Symanska
Showle,Józef,Majewski
Roce1990,Narcyz,Szczepański
Quirs1964,Dobrosław,Olszewski
Theighly,Mikolaj,Woźniak
Thandsoll,Celestyn,Dąbrowski 
Giarturner32,Bolesława,Zając
Shoebethe1978,Przemysł,Olszewski
Imen1944,Blanka,Zielinska
Sever1994,Zachariasz,Kowalczyk
Sever1992,Henio,Kucharski
Skiner66,Ela,Rutkowska
Prifecon67,Małgorzata,Szczepańska
Anthe1974,Franciszka,Tomaszewska
Uplas1979,Michalina,Czarnecka
Anthe1971,Jagoda,Kozłowska
Factin1932,Genowefa,Kowalczyk
Thishent,Renard,Nowakowski
Flooke,Wielisław,Adamczyk
Arely1991,Izaak,Tomaszewski
Sicert60,Hainrich,Kozłowski
Calry1954,Tadeusz,Tomaszewski
Trook1971,Jadzia,Nowakowska
Sommic,Zdzisława,Piotrowska
Ringe1950,Rościsław,Dąbrowski 
Bobeil,Danuta,Król
Houdishon,Izydor,Wieczorek
Bunged,Julita,Maciejewska
Hents1929,Grzegorz,Gorski
Theaborth,Cezar,Sokołowski
Vien1969,Franciszek,Jasiński
Expaletioll,Lesław,Michalski
Busert,Salomea,Grabowska
Wartind1988,Tytus,Zawadzki
Welverepose72,Hieronim,Sobczak
Usithed,Henio,Kowalczyk
Debefors,Zygfryd,Szczepański
Doeut1981,Adrianna,Duda
Nouldes57,Jadwiga,Adamczyk
Whationd,Oskar,Tomaszewski
Wileved,Alicja,Sokołowska
Compere,Kuba,Grabowski
Agivery,Berta,Kowalska
Strowd,Izabella,Wieczorek
Sirs1944,Konstanty,Jaworski
Propee1944,Tymoteusz,Walczak
Depalase85,Justyna,Adamska
Gamen1948,Ewa,Olszewska
Meren1958,Roman,Grabowski
Meren1950,Frydrych,Adamski
Commot58,Zachariasz,Jabłoński
Shers1937,Oskar,Symanski
Writtiew,Racław,Wieczorek
Likeriatues,Zachariasz,Tomaszewski
Goomittle1950,Jagoda,Duda
Canalountes,Irenka,Dudek
Theled,Bożena,Kamińska
Manower,Janek,Kowalski
Theyony,Kornelia,Grabowska
Royshe,Barbara,Pawłowska
Ress1965,Matylda,Dąbrowski 
Expen1986,Kasper,Wysocki
Moreary,Ludwika,Kozłowska
Ouggialk91,Marcelina,Michalska
Nevered1985,Zygfryd,Pawłowski
Mout1946,Bożydar,Kowalczyk
Reptit,Idzi,Michalski
Laremas78,Karol,Tomaszewski
Wifecing,Wincenty,Kucharski
Thisn1972,Genowefa,Sobczak
Lades1961,Wojciecha,Adamczyk
Sampeatent,Lucjan,Wiśniewski
Youldon,Beatrycze,Kamińska
Thappightle1979,Leokadia,Duda
Requed,Mateusz,Król
Lefordled,Alfons,Pawlak
Keircolty86,Justyn,Kwiatkowski
Ficul1984,Oliwia,Szczepańska
Movelledilly34,Bartłomiej,Sokołowski
Evelf1952,Ewa,Piotrowska
Wheink,Marcin,Nowicki
Shourring,Patryk,Gorski
Sady1951,Hipolit,Nowakowski
Thablooks62,Jerzy,Kaczmarek
Rown1990,Jowita,Sobczak
Phintly1966,Hipolit,Adamski
Yeationat,Asia,Adamczyk
Stors1936,Dobromił,Wysocki
Dooketherver,Matylda,Czerwinska
Hipears,Berta,Czarnecka
Ramessanies,Maryla,Woźniak
Thavends,Urjasz,Chmielewski
Stroo1951,Jadwiga,Sokołowska
Butes1970,Izabella,Gorska
Butes1977,Wojtek,Zielinski
Sarem1962,Władysława,Pawlak
Lostelly,Mikolaj,Piotrowski
Sarem1969,Eligiusz,Zawadzki
Pase1929,Katarzyna,Kaczmarek
Whispiever58,Iwo,Kaczmarek
Anowbod,Wera,Wiśniewska
Sevenjoy,Roksana,Majewska
Foxys1953,Racław,Sawicki
Fards1978,Sylwia,Piotrowska
Stareer91,Hendrych,Chmielewski
Agens1973,Bolek,Dąbrowski 
Heak1979,Zofia,Nowicka
Vies1956,Lechosław,Kalinowski
Tradjus,Gaweł,Tomaszewski
Heak1972,Klaudia,Borkowska
Quaim1994,Sobiesław,Michalski
Syclee,Grażyna,Sobczak
Buitive1935,Klaudia,Szczepańska
Thesocand46,Teofil,Wojciechowski
Rusten,Marzena,Zając
Turuily36,Hajnrich,Sobczak
Sompere,Aleš,Kalinowski
Samesessuld,Szczepan,Duda
Mostruch31,Zdzisława,Zawadzka
Butheladich,Józefa,Czerwinska
Formant,Teofil,Czarnecki
Parthe,Albina,Kucharska
Iteriabittem,Sulisław,Dudek
Hick1988,Walentyna,Kucharska
Farmay1939,Iwo,Sawicki
Guis1963,Czcibor,Jasiński
Formand,Ferdynand,Tomaszewski
Comeme1932,Emeryk,Adamczyk
Dayinceds,Aniela,Majewska
Intiest1988,Weronika,Jaworska
Sionsenme73,Henryka,Sobczak
Caustravers34,Benedykta,Szczepańska
Wartime80,Czcibor,Nowak 
Twords,Judyta,Adamczyk
Amurectime,Danuta,Ostrowska
Pomity58,Krzyś,Wysocki
Suble1928,Jacek,Adamczyk
Wabiagre,Dorota,Czarnecka
Vallorrous,Dariusz,Zielinski
Ofore1964,Felicja,Wojciechowska
Trind1962,Wioletta,Nowak 
Frobeek,Marcelina,Sobczak
Tarm1947,Andrzej,Adamczyk
Neshe1954,Wit,Piotrowski
Asts1955,Ewa,Tomaszewska
Froat1938,Andrzej,Nowakowski
Tamed1980,Mścisław,Gorski
Sead1955,Jeronim,Zawadzki
Goodgicess1986,Krystian,Wiśniewski
Thyme1975,Angelika,Sokołowska
Eatigninge,Julitta,Czarnecka
Alred1959,Iwo,Borkowski
Thinted1987,Jakub,Kucharski
Mects1960,Wera,Kamińska
Dahme1973,Sylwester,Kaczmarek
Makeden,Zoja,Kwiatkowska
Gear1980,Nikifor,Wysocki
Thfuld1983,Jowita,Jaworska
Beenarile,Beata,Olszewska
Grum1963,Bolesław,Symanski
Clus1972,Mieszko,Gorski
Hants1950,Celina,Nowicka
Ardis1929,Gerwazy,Kowalczyk
Weralause,Miłosz,Piotrowski
Areption1962,Tadzio,Grabowski
Lightforgee,Mieszko,Kozłowski
Nempecovest,Augustyna,Sawicka
Clave1960,Ela,Tomaszewska
Liffiller81,Adrianna,Czerwinska
Aroult,Hainrich,Adamski
Overs1959,Jacenty,Symanski
Thapt1932,Krystian,Kalinowski
Kepis1941,Jadzia,Sobczak
Witypone,Amadei,Tomaszewski
Heyes1983,Lucjusz,Jasiński
Somet1940,Kondrat,Kalinowski
Begile,Anastazy,Czerwinski
Saver1952,Waleria,Wojciechowska
Trows1930,Angelika,Kowalczyk
Trows1933,Stefania,Wieczorek
Suppe1949,Aniela,Kucharska
Namushe53,Dariusz,Grabowski
Johasked,Danuta,Ostrowska
Sonning,Judyta,Rutkowska
Sekhas32,Kunegunda,Ostrowska
Sonnine,Dobrogost,Czerwinski
Procialwass1985,Ruta,Rutkowska
Garte1931,Bogusława,Piotrowska
Arecow,Jaromir,Jasiński
